timestamp,T,Po,P,Pa,U,DD,Ff
01.01.2020 21:00,"0,7","722,1","763,6","1,8",94,"Ветер, дующий с запада",5
01.01.2020 18:00,"0,9","720,3","761,8","1,7",90,"Ветер, дующий с запада",5
01.01.2020 15:00,"2,3","718,6","759,7","1,1",86,"Ветер, дующий с западо-северо-запада",7
01.01.2020 12:00,"6,9","717,5","757,9","-0,2",60,"Ветер, дующий с запада",9
01.01.2020 09:00,"3,4","717,7","758,6","0,3",77,"Ветер, дующий с западо-юго-запада",9
01.01.2020 06:00,"2,3","717,4","758,5","-0,7",82,"Ветер, дующий с запада",9
01.01.2020 03:00,"1,6","718,1","759,3","-1,2",91,"Ветер, дующий с запада",9
01.01.2020 00:00,"1,1","719,3","760,6","-0,7",82,"Ветер, дующий с западо-юго-запада",6
31.12.2019 21:00,"1,9","720,0","761,2","-0,9",89,"Ветер, дующий с запада",10
31.12.2019 18:00,"0,8","720,9","762,4","-0,6",92,"Ветер, дующий с запада",8
31.12.2019 15:00,"2,7","721,5","762,7","-1,5",78,"Ветер, дующий с запада",5
31.12.2019 12:00,"2,6","723,0","764,2","-1,3",83,"Ветер, дующий с запада",2
31.12.2019 09:00,"-0,4","724,3","766,1","-0,1",95,"Ветер, дующий с юго-запада",3
31.12.2019 06:00,"-1,0","724,4","766,4","-1,2",97,"Ветер, дующий с юга",2
31.12.2019 03:00,"-1,4","725,6","767,7","-0,9",98,"Ветер, дующий с востоко-юго-востока",2
31.12.2019 00:00,"-1,3","726,5","768,7","-1,3",96,"Ветер, дующий с востоко-юго-востока",3
30.12.2019 21:00,"-1,0","727,8","769,9","-0,8",92,"Ветер, дующий с юго-востока",3
30.12.2019 18:00,"-1,2","728,6","770,8","0,2",86,"Ветер, дующий с востоко-юго-востока",3
30.12.2019 15:00,"-0,4","728,4","770,5","0,0",77,"Ветер, дующий с востока",5
30.12.2019 12:00,"-0,5","728,4","770,5","-0,5",89,"Ветер, дующий с востоко-юго-востока",6
30.12.2019 09:00,"-1,6","728,9","771,2","0,8",89,"Ветер, дующий с востока",6
30.12.2019 06:00,"-1,1","728,1","770,3","0,4",85,"Ветер, дующий с востока",6
30.12.2019 03:00,"0,3","727,7","769,6","0,4",90,"Ветер, дующий с востоко-юго-востока",5
30.12.2019 00:00,"0,2","727,3","769,2","0,0",92,"Ветер, дующий с востоко-юго-востока",8
29.12.2019 21:00,"0,6","727,3","769,3","0,6",89,"Ветер, дующий с востоко-юго-востока",7
29.12.2019 18:00,"0,8","726,7","768,5","0,3",91,"Ветер, дующий с востоко-юго-востока",6
29.12.2019 15:00,"2,2","726,4","768,0","0,3",87,"Ветер, дующий с востоко-юго-востока",7
29.12.2019 12:00,"1,7","726,1","767,8","0,2",97,"Ветер, дующий с востока",6
29.12.2019 09:00,"-0,2","725,9","767,8","1,1",97,"Ветер, дующий с востока",4
29.12.2019 06:00,"-0,3","724,8","766,6","0,1",96,"Ветер, дующий с юго-востока",3
29.12.2019 03:00,"0,8","724,7","766,4","0,6",97,"Ветер, дующий с востоко-юго-востока",1
29.12.2019 00:00,"-0,3","724,1","766,0","0,3",96,"Ветер, дующий с востока",3
28.12.2019 21:00,"1,2","723,8","765,4","0,7",92,"Ветер, дующий с юго-юго-востока",1
28.12.2019 18:00,"0,9","723,1","764,7","0,7",90,"Ветер, дующий с юга",2
28.12.2019 15:00,"6,0","722,4","763,1","0,6",68,"Ветер, дующий с западо-северо-запада",5
28.12.2019 12:00,"4,9","721,8","762,7","0,4",78,"Ветер, дующий с запада",4
28.12.2019 09:00,"2,2","721,4","762,7","1,2",95,"Ветер, дующий с запада",4
28.12.2019 06:00,"1,5","720,2","761,5","1,3",95,"Ветер, дующий с западо-северо-запада",5
28.12.2019 03:00,"3,7","718,9","758,6","1,1",97,"Ветер, дующий с запада",4
28.12.2019 00:00,"3,7","717,8","758,6","0,4",97,"Ветер, дующий с запада",5
27.12.2019 21:00,"3,2","717,4","758,2","0,6",90,"Ветер, дующий с запада",3
27.12.2019 18:00,"3,5","716,8","757,6","1,3",89,"Ветер, дующий с запада",5
27.12.2019 15:00,"6,5","715,5","755,8","0,5",70,"Ветер, дующий с западо-северо-запада",4
27.12.2019 12:00,"8,4","715,0","754,9","-0,2",56,"Ветер, дующий с северо-востока",1
27.12.2019 09:00,"5,5","715,2","755,6","0,7",66,"Штиль, безветрие",0
27.12.2019 06:00,"6,4","714,5","754,8","-0,4",61,"Ветер, дующий с юга",1
27.12.2019 03:00,"4,9","714,9","755,4","-0,2",66,"Ветер, дующий с юга",2
27.12.2019 00:00,"4,4","715,1","755,7","-0,5",68,"Ветер, дующий с юго-востока",3
26.12.2019 21:00,"3,7","715,6","756,3","0,1",79,"Ветер, дующий с юга",3
26.12.2019 18:00,"4,4","715,5","756,1","0,4",76,"Ветер, дующий с юго-востока",2
26.12.2019 15:00,"7,8","715,1","755,2","0,1",68,"Ветер, дующий с востока",2
26.12.2019 12:00,"8,1","715,0","755,0","-0,1",53,"Ветер, дующий с юго-востока",2
26.12.2019 09:00,"2,7","715,1","755,9","0,6",84,"Ветер, дующий с юга",3
26.12.2019 06:00,"1,6","714,5","755,5","-0,2",78,"Ветер, дующий с юга",2
26.12.2019 03:00,"2,8","714,7","755,5","-0,3",79,"Ветер, дующий с юга",3
26.12.2019 00:00,"2,7","715,0","755,8","-0,6",81,"Ветер, дующий с юга",2
25.12.2019 21:00,"1,7","715,6","756,6","-0,3",92,"Ветер, дующий с юго-востока",3
25.12.2019 18:00,"2,6","715,9","756,8","0,6",91,"Ветер, дующий с востока",2
25.12.2019 15:00,"9,3","715,3","755,1","0,0",63,"Ветер, дующий с севера",2
25.12.2019 12:00,"5,6","715,3","755,6","-0,2",80,"Ветер, дующий с востоко-юго-востока",2
25.12.2019 09:00,"2,2","715,5","756,4","0,3",97,"Ветер, дующий с востоко-юго-востока",3
25.12.2019 06:00,"2,4","715,2","756,1","-0,1",97,"Ветер, дующий с востоко-юго-востока",4
25.12.2019 03:00,"3,2","715,3","756,0","0,0",95,"Ветер, дующий с востоко-юго-востока",5
25.12.2019 00:00,"3,8","715,3","756,1","-0,4",93,"Ветер, дующий с юго-востока",5
24.12.2019 21:00,"3,9","715,7","756,4","-0,4",95,"Ветер, дующий с юго-востока",6
24.12.2019 18:00,"4,1","716,1","756,8","0,2",93,"Ветер, дующий с востоко-юго-востока",4
24.12.2019 15:00,"7,7","715,9","756,0","-0,3",71,"Ветер, дующий с востоко-юго-востока",5
24.12.2019 12:00,"6,7","716,2","756,4","0,3",75,"Ветер, дующий с юго-востока",5
24.12.2019 09:00,"1,9","715,9","757,0","0,0",97,"Ветер, дующий с юго-востока",5
24.12.2019 06:00,"1,5","715,9","757,0","0,1",96,"Ветер, дующий с юго-востока",5
24.12.2019 03:00,"2,0","715,8","756,7","-0,2",95,"Ветер, дующий с юго-востока",5
24.12.2019 00:00,"2,8","716,0","756,9","-0,7",94,"Ветер, дующий с юго-юго-востока",5
23.12.2019 21:00,"3,2","716,7","757,5","-0,9",92,"Ветер, дующий с юго-юго-востока",6
23.12.2019 18:00,"4,0","717,6","758,3","-0,2",91,"Ветер, дующий с юго-юго-востока",7
23.12.2019 15:00,"5,4","717,8","758,4","-0,8",82,"Ветер, дующий с юго-юго-востока",6
23.12.2019 12:00,"6,1","718,6","759,1","-0,8",79,"Ветер, дующий с юго-востока",8
23.12.2019 09:00,"2,4","719,4","760,5","-0,2",97,"Ветер, дующий с востоко-юго-востока",5
23.12.2019 06:00,"0,9","719,6","761,0","-0,3",96,"Ветер, дующий с юго-востока",4
23.12.2019 03:00,"1,5","719,9","761,2","-0,7",93,"Ветер, дующий с юго-востока",6
23.12.2019 00:00,"2,4","720,6","761,8","-0,2",95,"Ветер, дующий с юго-юго-востока",6
22.12.2019 21:00,"2,7","720,8","762,0","0,0",94,"Ветер, дующий с юго-юго-востока",5
22.12.2019 18:00,"0,4","720,8","762,4","0,1",93,"Ветер, дующий с юго-востока",5
22.12.2019 15:00,"5,9","720,7","761,4","-0,8",59,"Ветер, дующий с юго-востока",4
22.12.2019 12:00,"5,1","721,5","762,4","-0,7",59,"Ветер, дующий с юго-востока",3
22.12.2019 09:00,"1,1","722,2","763,7","0,2",71,"Штиль, безветрие",0
22.12.2019 06:00,"-1,4","722,0","763,9","-0,4",76,"Ветер, дующий с юга",1
22.12.2019 03:00,"1,6","722,4","763,9","-0,4",66,"Ветер, дующий с юга",3
22.12.2019 00:00,"0,6","722,8","764,4","0,3",74,"Ветер, дующий с юго-востока",3
21.12.2019 21:00,"1,5","722,5","764,0","-0,3",69,"Ветер, дующий с юго-востока",3
21.12.2019 18:00,"4,1","722,8","763,9","-0,3",60,"Ветер, дующий с юго-юго-востока",6
21.12.2019 15:00,"7,1","723,1","763,7","-1,2",48,"Ветер, дующий с юго-востока",4
21.12.2019 12:00,"5,9","724,3","765,1","-1,0",47,"Ветер, дующий с юго-востока",4
21.12.2019 09:00,"1,3","725,3","767,0","-0,4",67,"Ветер, дующий с юго-юго-востока",3
21.12.2019 06:00,"-0,7","725,7","767,8","-1,0",58,"Ветер, дующий с юго-востока",4
21.12.2019 03:00,"0,4","726,7","768,6","-1,1",43,"Ветер, дующий с юго-юго-востока",4
21.12.2019 00:00,"2,3","727,8","769,5","-0,7",35,"Ветер, дующий с юго-востока",2
20.12.2019 21:00,"1,6","728,5","770,3","-0,3",45,"Ветер, дующий с юго-востока",1
20.12.2019 18:00,"-0,3","728,8","771,0","0,1",87,"Ветер, дующий с западо-юго-запада",2
20.12.2019 15:00,"7,2","728,7","769,6","-0,5",44,"Ветер, дующий с западо-северо-запада",5
20.12.2019 12:00,"7,0","729,2","770,2","-0,8",46,"Ветер, дующий с запада",5
20.12.2019 09:00,"0,5","730,0","772,0","0,5",90,"Ветер, дующий с северо-запада",3
20.12.2019 06:00,"0,6","729,5","771,5","0,7",92,"Ветер, дующий с западо-северо-запада",4
20.12.2019 03:00,"3,8","728,8","770,2","0,8",91,"Ветер, дующий с западо-северо-запада",7
20.12.2019 00:00,"7,0","728,0","768,8","0,1",96,"Ветер, дующий с запада",8
19.12.2019 21:00,"8,3","727,9","768,5","0,4",91,"Ветер, дующий с запада",10
19.12.2019 18:00,"9,2","727,5","768,0","0,7",71,"Ветер, дующий с запада",8
19.12.2019 15:00,"11,7","726,8","766,9","-0,4",49,"Ветер, дующий с запада",8
19.12.2019 12:00,"9,4","727,2","767,7","-0,4",54,"Ветер, дующий с западо-северо-запада",7
19.12.2019 09:00,"7,8","727,6","768,4","-0,1",60,"Ветер, дующий с запада",7
19.12.2019 06:00,"3,8","727,7","769,1","-0,3",69,"Ветер, дующий с западо-юго-запада",2
19.12.2019 03:00,"0,2","728,0","770,0","-0,5",89,"Ветер, дующий с западо-юго-запада",3
19.12.2019 00:00,"4,1","728,5","769,9","-0,1",76,"Ветер, дующий с запада",2
18.12.2019 21:00,"5,0","728,6","769,9","-0,2",60,"Ветер, дующий с юго-юго-запада",2
18.12.2019 18:00,"3,6","728,8","770,3","0,3",64,"Ветер, дующий с западо-юго-запада",3
18.12.2019 15:00,"11,3","728,5","768,9","-0,6",39,"Ветер, дующий с запада",5
18.12.2019 12:00,"10,6","729,1","769,5","-0,3",48,"Ветер, дующий с запада",6
18.12.2019 09:00,"4,1","729,4","770,9","0,3",73,"Ветер, дующий с юго-запада",2
18.12.2019 06:00,"1,2","729,1","770,9","0,1",75,"Ветер, дующий с юго-запада",1
18.12.2019 03:00,"2,6","729,0","770,7","-0,3",62,"Ветер, дующий с юго-запада",1
18.12.2019 00:00,"4,1","729,3","770,8","-0,5",58,"Ветер, дующий с юго-запада",2
17.12.2019 21:00,"2,3","729,8","771,6","0,1",72,"Ветер, дующий с юга",2
17.12.2019 18:00,"3,1","729,7","771,3","0,1",80,"Ветер, дующий с юго-юго-запада",2
17.12.2019 15:00,"7,9","729,6","770,5","-0,5",66,"Ветер, дующий с северо-запада",2
17.12.2019 12:00,"9,1","730,1","770,8","-0,2",54,"Ветер, дующий с западо-северо-запада",4
17.12.2019 09:00,"3,1","730,3","772,0","0,4",72,"Ветер, дующий с западо-юго-запада",2
17.12.2019 06:00,"1,0","729,9","771,8","0,2",75,"Ветер, дующий с западо-юго-запада",3
17.12.2019 03:00,"1,6","729,7","771,5","0,3",75,"Ветер, дующий с юго-запада",4
17.12.2019 00:00,"2,8","729,4","771,1","-0,6",80,"Ветер, дующий с юго-запада",2
16.12.2019 21:00,"2,4","730,0","771,7","0,0",92,"Ветер, дующий с юго-запада",4
16.12.2019 18:00,"1,9","730,0","771,7","0,9",91,"Ветер, дующий с западо-юго-запада",4
16.12.2019 15:00,"6,7","729,1","770,2","0,3",68,"Ветер, дующий с запада",5
16.12.2019 12:00,"6,7","728,8","769,9","0,9",80,"Ветер, дующий с западо-северо-запада",7
16.12.2019 09:00,"4,6","727,9","769,1","2,1",97,"Ветер, дующий с западо-северо-запада",5
16.12.2019 06:00,"6,7","725,8","766,6","1,3",92,"Ветер, дующий с запада",5
16.12.2019 03:00,"8,4","724,5","764,9","1,2",77,"Ветер, дующий с запада",5
16.12.2019 00:00,"4,0","723,3","764,4","0,2",75,"Ветер, дующий с юга",2
15.12.2019 21:00,"4,7","723,1","764,1","0,6",76,"Ветер, дующий с юга",3
15.12.2019 18:00,"3,4","722,5","763,7","0,3",84,"Ветер, дующий с юго-востока",4
15.12.2019 15:00,"5,5","722,2","763,0","-0,3",85,"Ветер, дующий с юго-востока",3
15.12.2019 12:00,"2,6","722,5","763,8","-0,1",91,"Ветер, дующий с юго-юго-востока",4
15.12.2019 09:00,"0,5","722,6","764,2","1,0",95,"Ветер, дующий с юго-юго-востока",3
15.12.2019 06:00,"0,3","721,6","763,3","0,6",92,"Ветер, дующий с юго-востока",3
15.12.2019 03:00,"-0,6","721,0","762,7","0,1",94,"Ветер, дующий с юго-востока",2
15.12.2019 00:00,"-0,7","720,9","762,6","0,2",96,"Ветер, дующий с юго-востока",2
14.12.2019 21:00,"0,1","720,7","762,2","0,0",97,"Ветер, дующий с юго-востока",5
14.12.2019 18:00,"0,8","720,7","762,1","0,3",95,"Ветер, дующий с востоко-юго-востока",4
14.12.2019 15:00,"4,6","720,4","761,2","-0,1",78,"Ветер, дующий с юго-востока",4
14.12.2019 12:00,"4,8","720,5","761,3","-0,1",82,"Ветер, дующий с юго-востока",5
14.12.2019 09:00,"1,3","720,6","762,0","0,2",97,"Ветер, дующий с юго-востока",6
14.12.2019 06:00,"0,4","720,4","761,8","0,3",97,"Ветер, дующий с юго-востока",6
14.12.2019 03:00,"-0,2","720,1","761,7","0,0",97,"Ветер, дующий с юго-востока",4
14.12.2019 00:00,"-0,1","720,1","761,8","0,4",97,"Ветер, дующий с юго-востока",5
13.12.2019 21:00,"-0,3","719,7","761,2","-0,2",97,"Ветер, дующий с востоко-юго-востока",7
13.12.2019 18:00,"-0,8","719,9","761,6","0,1",97,"Ветер, дующий с востоко-юго-востока",7
13.12.2019 15:00,"0,0","719,8","761,3","-0,4",97,"Ветер, дующий с востоко-юго-востока",8
13.12.2019 12:00,"-0,8","720,2","761,9","-0,5",97,"Ветер, дующий с востоко-юго-востока",10
13.12.2019 09:00,"-1,4","720,7","762,5","0,1",96,"Ветер, дующий с востоко-юго-востока",8
13.12.2019 06:00,"-2,7","720,6","762,6","-0,4",96,"Ветер, дующий с востоко-юго-востока",7
13.12.2019 03:00,"-3,8","721,0","763,3","-0,9",95,"Ветер, дующий с востоко-юго-востока",7
13.12.2019 00:00,"-3,9","721,9","764,1","-0,4",96,"Ветер, дующий с юго-востока",5
12.12.2019 21:00,"-4,9","722,3","764,8","-0,2",92,"Ветер, дующий с востока",4
12.12.2019 18:00,"-3,0","722,5","764,8","-0,1",92,"Ветер, дующий с востока",5
12.12.2019 15:00,"1,6","722,6","764,0","-0,8",97,"Ветер, дующий с востока",5
12.12.2019 12:00,"-1,5","723,4","765,4","-0,8",96,"Ветер, дующий с востоко-юго-востока",2
12.12.2019 09:00,"-4,6","724,2","766,9","-0,1",94,"Ветер, дующий с юго-востока",1
12.12.2019 06:00,"-4,6","724,3","766,9","-0,6",94,"Ветер, дующий с востоко-юго-востока",1
12.12.2019 03:00,"-3,5","724,9","767,4","0,0",95,"Ветер, дующий с юго-юго-востока",2
12.12.2019 00:00,"-2,7","724,9","767,2","0,0",96,"Ветер, дующий с северо-востока",1
11.12.2019 21:00,"0,4","724,9","766,6","0,0",95,"Штиль, безветрие",0
11.12.2019 18:00,"1,7","724,9","766,4","0,4",84,"Ветер, дующий с севера",1
11.12.2019 15:00,"9,0","724,5","764,9","0,1",45,"Ветер, дующий с востока",1
11.12.2019 12:00,"8,9","724,4","764,8","-0,3",48,"Ветер, дующий с юго-юго-востока",2
11.12.2019 09:00,"2,8","724,7","766,0","0,4",70,"Ветер, дующий с юго-юго-востока",2
11.12.2019 06:00,"-0,3","724,3","766,2","0,0",81,"Ветер, дующий с юго-юго-востока",3
11.12.2019 03:00,"-1,2","724,3","766,3","-0,2",82,"Ветер, дующий с юга",3
11.12.2019 00:00,"0,5","724,5","766,2","0,2",80,"Ветер, дующий с юго-востока",3
10.12.2019 21:00,"0,8","724,3","766,0","0,1",76,"Ветер, дующий с юго-востока",3
10.12.2019 18:00,"2,3","724,2","765,7","0,4",69,"Ветер, дующий с юго-востока",3
10.12.2019 15:00,"8,9","723,8","764,2","-0,3",43,"Ветер, дующий с юго-востока",4
10.12.2019 12:00,"8,5","724,1","764,6","-0,5",54,"Ветер, дующий с юго-востока",3
10.12.2019 09:00,"3,8","724,6","765,9","0,3",78,"Ветер, дующий с юго-юго-востока",3
10.12.2019 06:00,"3,0","724,3","765,7","-0,1",86,"Ветер, дующий с юго-запада",2
10.12.2019 03:00,"3,6","724,4","765,7","0,1",81,"Ветер, дующий с юго-юго-востока",3
10.12.2019 00:00,"3,5","724,3","765,6","-0,1",81,"Ветер, дующий с юго-юго-востока",2
09.12.2019 21:00,"3,7","724,4","765,7","0,3",82,"Ветер, дующий с востоко-юго-востока",3
09.12.2019 18:00,"4,9","724,1","765,1","0,6",81,"Ветер, дующий с востоко-северо-востока",2
09.12.2019 15:00,"7,3","723,5","764,2","-0,2",66,"Ветер, дующий с северо-востока",2
09.12.2019 12:00,"8,7","723,7","764,1","0,0",54,"Ветер, дующий с западо-юго-запада",2
09.12.2019 09:00,"2,9","723,7","765,0","0,6",87,"Ветер, дующий с юго-запада",4
09.12.2019 06:00,"1,5","723,1","764,5","0,6",89,"Ветер, дующий с запада",2
09.12.2019 03:00,"2,2","722,5","763,8","0,4",75,"Ветер, дующий с западо-северо-запада",3
09.12.2019 00:00,"3,1","722,1","763,3","0,2",56,"Ветер, дующий с западо-северо-запада",2
08.12.2019 21:00,"-0,6","721,9","763,6","0,6",69,"Ветер, дующий с западо-юго-запада",3
08.12.2019 18:00,"-0,4","721,3","763,0","0,6",82,"Ветер, дующий с северо-северо-запада",1
08.12.2019 15:00,"5,1","720,7","761,5","-0,1",50,"Ветер, дующий с северо-запада",3
08.12.2019 12:00,"3,5","720,8","761,8","-0,5",82,"Ветер, дующий с запада",1
08.12.2019 09:00,"-4,5","721,3","763,6","0,1",95,"Штиль, безветрие",0
08.12.2019 06:00,"-4,3","721,2","763,5","-0,9",94,"Ветер, дующий с юго-востока",2
08.12.2019 03:00,"-4,8","722,1","764,5","-1,0",95,"Ветер, дующий с юго-востока",4
08.12.2019 00:00,"-2,4","723,1","765,3","-1,2",92,"Ветер, дующий с юго-юго-востока",5
07.12.2019 21:00,"-1,9","724,3","766,3","-0,6",82,"Ветер, дующий с юго-юго-востока",3
07.12.2019 18:00,"0,6","724,9","766,7","-0,5",54,"Ветер, дующий с юго-юго-востока",4
07.12.2019 15:00,"6,6","725,4","766,3","-1,0",34,"Ветер, дующий с юго-юго-востока",5
07.12.2019 12:00,"6,1","726,4","767,5","-1,7",41,"Ветер, дующий с юго-востока",5
07.12.2019 09:00,"0,6","728,1","770,0","-0,3",64,"Ветер, дующий с юго-юго-востока",3
07.12.2019 06:00,"-0,5","728,4","770,5","-0,7",56,"Ветер, дующий с юго-юго-востока",2
07.12.2019 03:00,"-0,7","729,1","771,3","-0,8",61,"Ветер, дующий с юго-юго-запада",2
07.12.2019 00:00,"-0,7","729,9","772,2","-0,6",61,"Ветер, дующий с западо-юго-запада",2
06.12.2019 21:00,"-1,6","730,5","772,9","-0,4",79,"Ветер, дующий с западо-юго-запада",3
06.12.2019 18:00,"-1,3","730,9","773,2","0,3",77,"Ветер, дующий с западо-юго-запада",3
06.12.2019 15:00,"3,9","730,6","772,1","-0,7",57,"Ветер, дующий с запада",4
06.12.2019 09:00,"-0,1","731,8","774,1","0,6",41,"Ветер, дующий с западо-юго-запада",4
06.12.2019 06:00,"-3,1","731,2","774,0","0,0",57,"Ветер, дующий с запада",3
06.12.2019 03:00,"-2,2","731,2","773,8","-0,2",51,"Ветер, дующий с запада",4
06.12.2019 00:00,"-3,4","731,4","774,1","0,2",65,"Ветер, дующий с запада",3
05.12.2019 21:00,"-2,6","731,2","773,8","0,9",70,"Ветер, дующий с западо-юго-запада",2
05.12.2019 18:00,"-2,7","730,3","772,9","0,3",71,"Ветер, дующий с запада",5
05.12.2019 15:00,"-0,6","730,0","772,2","-0,6",63,"Ветер, дующий с запада",4
05.12.2019 12:00,"-1,3","730,6","773,0","-0,6",64,"Ветер, дующий с запада",5
05.12.2019 09:00,"-6,1","731,2","774,4","1,2",91,"Ветер, дующий с юго-запада",2
05.12.2019 06:00,"-5,5","730,0","773,0","-0,2",91,"Ветер, дующий с западо-северо-запада",3
05.12.2019 03:00,"-5,9","730,2","773,3","-0,1",82,"Ветер, дующий с запада",2
05.12.2019 00:00,"-3,3","730,3","772,9","0,6",88,"Ветер, дующий с северо-запада",3
04.12.2019 21:00,"-3,5","729,7","772,4","1,2",85,"Ветер, дующий с западо-северо-запада",3
04.12.2019 18:00,"-4,0","728,5","771,3","1,3",83,"Ветер, дующий с запада",3
04.12.2019 15:00,"-2,0","727,2","769,5","0,4",64,"Ветер, дующий с запада",4
04.12.2019 12:00,"-2,1","726,8","769,0","0,4",82,"Ветер, дующий с запада",6
04.12.2019 09:00,"-3,1","726,4","768,8","1,5",89,"Ветер, дующий с запада",5
04.12.2019 06:00,"-3,6","724,9","767,4","1,2",94,"Ветер, дующий с запада",5
04.12.2019 03:00,"-2,0","723,7","765,8","0,9",94,"Ветер, дующий с запада",6
04.12.2019 00:00,"-0,8","722,8","764,7","1,1",94,"Ветер, дующий с запада",7
03.12.2019 21:00,"1,9","721,7","763,1","1,4",75,"Ветер, дующий с запада",7
03.12.2019 18:00,"-0,5","720,3","761,9","-0,9",91,"Ветер, дующий с юга",7
03.12.2019 15:00,"0,3","721,2","762,7","-1,6",83,"Ветер, дующий с юго-юго-востока",7
03.12.2019 12:00,"0,4","722,8","764,4","-1,7",84,"Ветер, дующий с юго-юго-востока",6
03.12.2019 09:00,"-2,2","724,5","766,7","-0,7",90,"Ветер, дующий с юго-юго-востока",3
03.12.2019 06:00,"-5,0","725,2","767,8","-0,9",93,"Ветер, дующий с юга",3
03.12.2019 03:00,"-3,7","726,1","768,6","-1,5",94,"Ветер, дующий с юго-востока",3
03.12.2019 00:00,"-3,2","727,6","770,2","-1,2",92,"Ветер, дующий с юго-востока",2
02.12.2019 21:00,"-3,9","728,8","771,5","-0,6",88,"Ветер, дующий с востоко-юго-востока",3
02.12.2019 18:00,"-1,4","729,4","771,7","-0,1",83,"Ветер, дующий с востоко-северо-востока",1
02.12.2019 15:00,"-0,8","729,5","771,7","0,4",77,"Ветер, дующий с северо-северо-востока",1
02.12.2019 12:00,"-0,4","729,1","771,2","0,3",77,"Ветер, дующий с западо-северо-запада",2
02.12.2019 09:00,"-1,5","728,8","771,1","1,6",94,"Ветер, дующий с северо-северо-запада",2
02.12.2019 06:00,"-0,8","727,2","769,3","1,4",96,"Ветер, дующий с северо-северо-запада",3
02.12.2019 03:00,"-0,7","725,8","767,8","1,5",96,"Ветер, дующий с северо-запада",4
02.12.2019 00:00,"-0,3","724,3","766,1","2,1",97,"Ветер, дующий с западо-северо-запада",3
01.12.2019 21:00,"0,5","722,2","763,7","3,0",97,"Ветер, дующий с северо-запада",5
01.12.2019 18:00,"6,4","719,2","759,7","1,7",89,"Ветер, дующий с западо-юго-запада",4
01.12.2019 15:00,"4,8","717,5","758,2","0,7",96,"Ветер, дующий с востока",3
01.12.2019 12:00,"8,2","716,8","757,0","-1,9",72,"Ветер, дующий с юго-востока",3
01.12.2019 09:00,"5,2","718,7","759,4","-0,5",81,"Ветер, дующий с юго-юго-востока",2
01.12.2019 06:00,"2,5","719,2","760,3","-0,4",94,"Ветер, дующий с запада",3
01.12.2019 03:00,"5,3","719,6","760,3","-0,2",82,"Ветер, дующий с запада",6
01.12.2019 00:00,"6,1","719,8","760,3","0,4",80,"Ветер, дующий с запада",7
30.11.2019 21:00,"7,3","719,4","759,7","0,9",74,"Ветер, дующий с запада",10
30.11.2019 18:00,"8,0","718,5","758,7","1,7",79,"Ветер, дующий с западо-юго-запада",11
30.11.2019 15:00,"11,1","716,8","756,4","0,3",68,"Ветер, дующий с западо-юго-запада",6
30.11.2019 12:00,"9,7","716,5","756,3","-0,3",76,"Ветер, дующий с юга",5
30.11.2019 09:00,"4,9","716,8","757,4","0,4",97,"Ветер, дующий с юго-востока",5
30.11.2019 06:00,"4,6","716,4","757,0","-0,9",95,"Ветер, дующий с юго-востока",4
30.11.2019 03:00,"5,4","717,3","757,8","-0,8",91,"Ветер, дующий с юго-юго-востока",3
30.11.2019 00:00,"5,4","718,1","758,7","-1,4",94,"Ветер, дующий с юго-юго-востока",6
29.11.2019 21:00,"6,1","719,5","760,0","-0,6",90,"Ветер, дующий с юго-востока",5
29.11.2019 18:00,"6,6","720,1","760,6","-0,5",88,"Ветер, дующий с юго-востока",5
29.11.2019 15:00,"10,0","720,6","760,6","-1,5",65,"Ветер, дующий с юго-востока",6
29.11.2019 12:00,"10,0","722,1","762,2","-1,0",68,"Ветер, дующий с юго-востока",5
29.11.2019 09:00,"7,3","723,1","763,6","-0,4",78,"Ветер, дующий с юго-юго-востока",2
29.11.2019 06:00,"4,8","723,5","764,5","-0,2",85,"Ветер, дующий с юга",3
29.11.2019 03:00,"3,5","723,7","764,8","0,2",94,"Ветер, дующий с юга",3
29.11.2019 00:00,"5,6","723,5","764,4","-0,2",92,"Ветер, дующий с юго-запада",3
28.11.2019 21:00,"6,7","723,7","764,4","0,2",92,"Ветер, дующий с юго-запада",3
28.11.2019 18:00,"6,7","723,5","764,2","1,0",95,"Ветер, дующий с юго-востока",3
28.11.2019 15:00,"8,6","722,5","762,9","0,2",87,"Ветер, дующий с юго-юго-востока",1
28.11.2019 12:00,"7,2","722,3","762,9","0,2",91,"Ветер, дующий с запада",1
28.11.2019 09:00,"4,4","722,1","763,0","1,1",97,"Ветер, дующий с юго-юго-востока",3
28.11.2019 06:00,"3,8","721,0","762,0","0,6",95,"Ветер, дующий с юго-востока",2
28.11.2019 03:00,"4,1","720,4","761,2","0,4",95,"Ветер, дующий с юго-востока",3
28.11.2019 00:00,"4,6","720,0","760,8","0,2",93,"Ветер, дующий с юго-юго-востока",3
27.11.2019 21:00,"4,9","719,8","760,5","0,0",91,"Ветер, дующий с юго-востока",3
27.11.2019 18:00,"5,1","719,8","760,6","0,4",90,"Ветер, дующий с юго-востока",4
27.11.2019 15:00,"6,8","719,4","759,9","-0,3",76,"Ветер, дующий с юго-востока",7
27.11.2019 12:00,"6,1","719,7","760,3","-0,9",79,"Ветер, дующий с юго-востока",7
27.11.2019 09:00,"4,3","720,6","761,5","0,2",91,"Ветер, дующий с юго-востока",7
